,S.No,actual,pred,alive,plod,Name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,Allegiances,Death Year,Book of Death,Death Chapter,Book Intro Chapter,Gender,Nobility,GoT,CoK,SoS,FfC,DwD
386,1099,0,1,0.598,0.402,hubard rambton,Ser,1,,,299.0,,,,House Rambton,,0,1,1,0,0,,,,,0,1,,0,0,0,0.02006689,0,Baratheon,299.0,5.0,10.0,10.0,1,1,0,1,0,0,0
387,1100,1,1,0.848,0.152,horton redfort,Redfort,1,Valemen,,,,,,House Redfort,,0,0,1,1,1,,,,,0,1,,0,0,0,0.046822742,1,Arryn,,,,23.0,1,1,0,0,0,1,0
388,1104,1,1,0.976,0.024,hugo vance,Ser,1,,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1,Tully,,,,30.0,1,1,0,0,0,1,0
389,1105,0,0,0.284,0.716,hullen,Winterfell,1,Northmen,,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,1,,0,0,0,0.060200669000000005,0,House Stark,298.0,1.0,50.0,1.0,1,0,1,0,0,0,0
390,1108,1,1,0.998,0.002,humfrey swyft,Ser,0,,,,,,,House Swyft,,0,0,0,1,1,,,,,0,1,,0,0,0,0.010033445,1,Lannister,,,,16.0,1,1,0,0,0,1,0
391,1111,1,0,0.261,0.7390000000000001,jacks,,0,northmen,,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.033444816,1,House Stark,,,,22.0,1,0,1,1,0,0,0
392,1114,1,1,0.7809999999999999,0.21899999999999997,janna tyrell,,0,,,,,,,House Tyrell,Jon Fossoway,1,1,1,1,1,,,,1.0,1,0,,0,0,0,0.177257525,1,Tyrell,,,,6.0,0,1,0,0,1,1,0
393,1115,0,0,0.021,0.9790000000000001,jaremy rykker,First Ranger,1,,,298.0,,,,Night's Watch,,1,1,1,0,1,,,,,0,1,,0,0,0,0.060200669000000005,0,Night's Watch,298.0,5.0,60.0,21.0,1,1,1,0,0,0,0
394,1116,0,1,0.713,0.287,jarl,,1,Free Folk,,299.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.050167224,0,Wildling,299.0,3.0,26.0,7.0,1,0,0,0,1,0,0
395,1120,1,1,0.726,0.27399999999999997,jeren,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.02006689,1,Night's Watch,,,,19.0,1,0,1,0,0,0,0
396,1129,1,1,0.98,0.02,jon bettley,Ser,0,,,,,,,House Bettley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1,Lannister,,,,16.0,1,1,0,0,0,1,0
397,1146,1,1,0.986,0.013999999999999999,jynessa blackmont,,0,Dornish,,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,0,0,0.02006689,1,Martell,,,,38.0,0,1,0,0,1,0,0
398,1148,1,1,0.7959999999999999,0.204,kedge whiteye,,1,,251.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,54.0,0,0,0,0.036789298,1,Night's Watch,,,,43.0,1,0,0,1,1,1,0
399,1149,1,1,0.677,0.32299999999999995,kennos of kayce,Ser,1,,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0,0,0.033444816,1,Lannister,,,,6.0,1,1,0,0,1,1,1
400,1150,1,1,0.759,0.24100000000000002,kezmya,Cupbearer,0,Ghiscari,,,,,,House of Pahl,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1,None,,,,2.0,0,1,0,0,0,0,1
401,1151,0,1,0.6940000000000001,0.306,kyra,,1,,280.0,300.0,,,,House Stark,,1,1,0,1,1,,,,,0,0,20.0,0,0,0,0.053511706,0,House Stark,300.0,5.0,12.0,37.0,0,0,1,1,0,0,1
402,1153,1,1,0.968,0.032,lambert turnberry,Ser,1,,,,,,,House Turnberry,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1,Lannister,,,,7.0,1,1,0,0,0,1,0
403,1154,0,0,0.217,0.7829999999999999,lark,,1,Sistermen,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0,0,0.040133779,0,Night's Watch,299.0,3.0,46.0,23.0,1,0,0,1,1,0,0
404,1156,1,1,0.684,0.316,larra blackmont,Blackmont,0,Dornish,,,,,,House Blackmont,,0,0,1,1,1,,,,,0,1,,0,0,0,0.026755853,1,Martell,,,,38.0,0,1,0,0,1,0,0
405,1158,1,0,0.183,0.8170000000000001,leathers,Master-at-Arms,1,Wildling,259.0,,,,,Night's Watch,,0,0,0,0,1,,,,,0,1,46.0,0,0,0,0.050167224,1,Night's Watch,,,,35.0,1,0,0,0,0,0,1
406,1159,1,1,0.951,0.049,left hand lew,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.016722408,1,Night's Watch,,,,48.0,1,0,0,0,1,0,1
407,1160,0,0,0.29,0.71,leo lefford,Golden Tooth,1,,,299.0,,,,House Lefford,,1,1,1,1,1,,,,,0,1,,0,0,0,0.056856187,0,Lannister,299.0,2.0,45.0,62.0,1,1,1,1,0,0,0
408,1162,1,1,0.5589999999999999,0.441,leona woolfield,,0,,,,,,,House Woolfield,Wylis Manderly,0,0,0,1,1,,,,1.0,1,0,,0,0,0,0.046822742,1,Stark,,,,19.0,0,1,0,0,0,0,1
409,1163,1,1,0.743,0.257,leonette fossoway,Lady,0,,,,,,,House Fossoway,Garlan Tyrell,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.17391304300000002,1,Tyrell,,,,6.0,0,1,0,0,1,0,0
410,1167,1,1,0.68,0.32,lewys lydden,Lord of the Deep Den,0,,,,,,,House Lydden,,1,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1,Lannister,,,,62.0,1,1,1,1,0,0,0
411,1174,1,1,0.996,0.004,lucas codd,,0,Ironborn,,,,,,House Codd,,0,0,0,1,1,,,,,0,0,,0,0,0,0.023411371,1,Greyjoy,,,,11.0,1,1,0,0,0,1,0
412,1176,1,1,0.605,0.395,lucias vypren,Lord,1,,,,,,,House Vypren,Lythene Frey,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.16387959900000001,1,None,,,,49.0,1,1,0,0,1,0,0
413,1183,1,1,0.7609999999999999,0.239,lymond goodbrook,Lord,1,,,,,,,House Goodbrook,,0,0,1,1,1,,,,,0,1,,0,0,0,0.026755853,1,Tully,,,,45.0,1,1,0,0,1,0,0
414,1184,0,0,0.033,0.9670000000000001,lyman darry,Lord of Darry,0,,290.0,299.0,,,,House Darry,,1,1,0,0,0,,,,,0,1,9.0,0,0,0,0.056856187,0,Tully,299.0,3.0,7.0,71.0,1,1,1,1,0,0,0
415,1185,1,1,0.987,0.013000000000000001,lymond lychester,Castle Lychester,1,Rivermen,,,,,,House Lychester,,0,0,1,1,0,,,,,0,1,,0,0,0,0.023411371,1,Tully,,,,22.0,1,1,0,0,1,0,0
416,1188,1,1,0.752,0.248,aggo,,0,Dothraki,,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0,0,0.133779264,1,House Targaryen,,,,54.0,1,0,1,1,1,0,1
417,1189,1,1,0.797,0.203,alys karstark,,0,Northmen,284.0,,,,,House Karstark,Sigorn,0,0,1,1,1,,,,1.0,1,0,21.0,0,0,0,0.157190635,1,Stark,,,,44.0,0,1,0,0,0,0,1
418,1190,0,0,0.46299999999999997,0.537,cleos frey,Ser,1,,258.0,299.0,,,,House Frey,Jeyne Darry,1,1,1,1,1,,,,1.0,1,1,41.0,0,0,0,0.24749163899999999,0,None,299.0,3.0,21.0,7.0,1,1,0,1,1,0,0
419,1191,0,0,0.42100000000000004,0.579,dontos hollard,Ser,1,,261.0,300.0,,,,House Hollard,,1,1,1,1,0,,,,,0,1,39.0,0,0,0,0.23076923100000002,0,None,300.0,3.0,61.0,57.0,1,1,1,1,1,0,0
420,1192,0,1,0.529,0.47100000000000003,craster,,1,Free Folk,,299.0,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.17056856199999998,0,None,299.0,3.0,33.0,23.0,1,0,0,1,1,0,0
421,1193,0,1,0.785,0.215,dale seaworth,Wraith,1,,,299.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,0,0,0.070234114,0,Baratheon,299.0,2.0,58.0,10.0,1,1,0,1,0,0,0
422,1194,1,1,0.8140000000000001,0.18600000000000003,denys mallister,Ser,1,,245.0,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,60.0,0,0,0,0.130434783,1,Night's Watch,,,,48.0,1,1,0,0,1,0,0
423,1195,1,0,0.43700000000000006,0.563,edric storm,,1,,287.0,,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,18.0,0,0,0,0.28428093600000004,1,House Baratheon,,,,10.0,1,0,0,0,1,0,0
424,1196,1,0,0.31,0.69,hosteen frey,Ser,1,,249.0,,,,,House Frey,Bellena Hawick,1,1,1,1,1,,,,1.0,1,1,56.0,0,0,0,0.274247492,1,None,,,,59.0,1,1,1,1,1,0,1
425,1203,0,0,0.308,0.6920000000000001,mallador locke,Ser,1,,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.026755853,0,Night's Watch,299.0,5.0,18.0,13.0,1,0,0,1,1,0,0
426,1207,0,1,0.7120000000000001,0.28800000000000003,maric seaworth,Oarmaster,1,,,299.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,0,0,0.063545151,0,House Baratheon,299.0,2.0,58.0,10.0,1,1,0,1,0,0,0
427,1209,1,0,0.099,0.9009999999999999,mariya darry,,0,,,,,,,House Darry,Merrett Frey,0,1,1,1,0,,,,0.0,1,0,,0,0,0,0.19063545199999998,1,None,,,,30.0,0,1,0,0,0,1,0
428,1210,1,1,0.8170000000000001,0.183,marissa frey,,0,,286.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,19.0,0,0,0,0.160535117,1,None,,,,49.0,0,1,0,0,1,1,0
429,1212,1,1,0.9390000000000001,0.061,maron volmark,Volmark,1,Ironborn,283.0,,,,,House Volmark,,0,0,1,1,1,,,,,0,1,22.0,0,0,0,0.043478261,1,Greyjoy,,,,18.0,1,1,0,0,0,1,0
430,1216,1,1,0.5379999999999999,0.462,martyn rivers,,0,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0,0,0.030100334,1,None,,,,29.0,1,1,1,1,1,0,0
431,1218,1,1,0.968,0.032,marwyn belmore,Ser,1,,,,,,,House Belmore,,0,1,1,1,0,,,,,0,1,,0,0,0,0.023411371,1,Arryn,,,,10.0,1,1,0,0,0,1,0
432,1220,1,1,0.883,0.11699999999999999,matthar,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.023411371,1,Night's Watch,,,,41.0,1,0,1,0,0,0,0
433,1221,0,1,0.861,0.139,mawney,,1,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,0,Night's Watch,300.0,5.0,4.0,18.0,1,0,0,0,1,0,1
434,1223,0,0,0.001,0.9990000000000001,medger cerwyn,Cerwyn,1,Northmen,,299.0,,,,House Cerwyn,,1,1,0,0,0,,,,,0,1,,1,1,0,0.063545151,0,Stark,299.0,2.0,30.0,53.0,1,1,1,1,0,0,0
435,1224,1,1,0.92,0.08,megga tyrell,,0,,286.0,,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,0,0,0.153846154,1,House Tyrell,,,,6.0,0,1,0,0,1,1,0
436,1225,1,1,0.9940000000000001,0.006,meldred merlyn,Lord of Pebbleton,0,Ironborn,,,,,,House Merlyn,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1,Greyjoy,,,,1.0,1,1,0,0,0,1,0
437,1232,1,1,0.98,0.02,meredyth crane,,0,,,,,,,House Crane,,0,0,1,1,1,,,,,0,0,,0,0,0,0.030100334,1,Tyrell,,,,61.0,0,1,0,0,1,1,0
438,1234,1,1,0.797,0.203,merlon crakehall,Ser,1,,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1,Lannister,,,,38.0,1,1,0,0,1,0,0
439,1235,1,1,0.981,0.019,mezzara,Cupbearer,1,Ghiscari,,,,,,House of Merreq,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1,None,,,,2.0,0,1,0,0,0,0,1
440,1240,0,0,0.11599999999999999,0.884,monford velaryon,Lord of the Tides,1,Valyrian,,299.0,,,,House Velaryon,,0,1,1,0,0,,,,,0,1,,0,0,0,0.023411371,0,Baratheon,299.0,3.0,25.0,0.0,1,1,0,1,0,0,0
441,1242,1,1,0.723,0.27699999999999997,morton waynwood,Ser,1,,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1,Arryn,,,,40.0,1,1,1,0,0,0,0
442,1247,0,1,0.951,0.049,muttering bill,,1,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,0,Night's Watch,300.0,5.0,4.0,,1,0,0,0,1,0,1
443,1253,1,1,0.988,0.012,myria jordayne,,1,Dornish,,,,,,House Jordayne,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926000000002,1,Martell,,,,38.0,0,0,0,0,1,0,1
444,1254,1,1,0.7240000000000001,0.276,myles manwoody,Ser,1,,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1,Martell,,,,38.0,1,1,0,0,1,0,0
445,1260,1,1,0.72,0.28,nymella toland,Ghost Hill,0,Dornish,,,,,,House Toland,,0,0,1,1,1,,,,,0,1,,0,0,0,0.043478261,1,Martell,,,,38.0,0,1,0,0,0,0,1
446,1263,0,1,0.8959999999999999,0.10400000000000001,ollo lophand,,1,Tyroshi,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.036789298,0,Night's Watch,300.0,5.0,4.0,0.0,1,0,0,0,1,0,1
447,1264,1,0,0.401,0.599,olyvar frey,,1,,281.0,,,,,House Frey,,1,1,1,1,1,,,,,0,0,24.0,1,1,0,0.08361204,1,None,,,,59.0,1,1,1,0,0,0,0
448,1267,1,0,0.37,0.63,ondrew locke,Lord of Oldcastle,1,Northmen,,,,,,House Locke,,0,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1,Stark,,,,37.0,1,1,0,0,0,0,1
449,1273,0,1,0.971,0.028999999999999998,orphan oss,,0,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,0,Night's Watch,300.0,5.0,4.0,,1,0,0,0,1,0,1
450,1276,1,1,0.759,0.24100000000000002,oswell kettleblack,,1,,,,,,,House Kettleblack,,0,0,1,1,1,,,,,0,0,,0,0,0,0.056856187,1,None,,,,68.0,1,1,0,0,1,0,0
451,1279,0,0,0.212,0.7879999999999999,ottyn wythers,Ser,0,,230.0,299.0,,,,House Wythers,,0,1,1,0,0,,,,,0,1,69.0,0,0,0,0.043478261,0,Night's Watch,299.0,3.0,48.0,13.0,1,0,0,1,1,0,0
452,1280,0,1,0.746,0.254,owen norrey,,0,Northern mountain clans,,299.0,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,0,0,0.030100334,0,Tully,299.0,3.0,51.0,51.0,1,1,0,0,1,0,0
453,1282,1,1,0.789,0.21100000000000002,patrek mallister,,1,,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,1,Tully,,,,28.0,1,1,1,0,1,0,0
454,1286,1,1,0.581,0.419,perwyn frey,Ser,1,,269.0,,,,,House Frey,,1,1,1,1,1,,,,,0,1,36.0,0,0,0,0.08361204,1,None,,,,29.0,1,1,1,1,0,0,0
455,1287,1,0,0.15,0.85,philip foote,Ser,1,,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,0,0,0.050167224,1,Lannister,,,,65.0,1,1,0,1,1,0,0
456,1289,1,1,0.7959999999999999,0.204,pono,KhalKo (formerly),0,Dothraki,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.060200669000000005,1,None,,,,68.0,1,1,1,0,0,0,0
457,1293,1,0,0.3,0.7,quent,,1,northmen,,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.023411371,1,House Stark,,,,37.0,1,0,1,0,0,0,0
458,1294,1,1,0.9470000000000001,0.053,quenten banefort,Banefort,1,,,,,,,House Banefort,,1,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1,Lannister,,,,16.0,1,1,0,0,0,1,0
459,1299,1,1,0.998,0.002,ragwyle,,0,Free folk,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.010033445,1,Wildling,,,,68.0,0,0,0,1,0,0,0
460,1300,0,1,0.966,0.034,ralf kenning,CastellanCommander,1,Ironborn,,300.0,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,0,0,0.046822742,0,Greyjoy,300.0,5.0,20.0,18.0,1,0,0,0,0,1,1
461,1303,0,1,0.738,0.262,raynald westerling,Ser,1,,,299.0,,,,House Westerling,,0,0,1,1,0,,,,,0,1,,0,0,0,0.070234114,0,Stark,299.0,3.0,44.0,14.0,1,1,0,0,1,1,0
462,1306,1,1,0.524,0.47600000000000003,raymund frey,Ser,1,,264.0,,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1.0,1,1,41.0,0,0,0,0.177257525,1,None,,,,49.0,1,1,0,0,1,0,0
463,1313,1,0,0.485,0.515,rhogoro,Khalakka,1,Dothraki,,,,,,,,1,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1,None,,,,3.0,1,1,1,0,0,0,0
464,1314,1,0,0.478,0.522,rickard ryswell,,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.040133779,1,Stark,,,,20.0,1,1,0,0,0,0,1
465,1321,0,1,0.6459999999999999,0.354,robin flint,Lord of Flint's Finger,0,,,299.0,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,0,0,0.050167224,0,Stark,299.0,3.0,51.0,63.0,1,1,1,1,1,0,0
466,1322,1,1,0.973,0.027000000000000003,robin moreland,Lord,1,,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.013377926000000002,1,Lannister,,,,16.0,1,1,0,0,0,1,0
467,1323,1,0,0.46,0.54,robin ryger,Ser,1,,237.0,,,,,House Ryger,,1,1,1,1,1,,,,,0,1,68.0,0,0,0,0.073578595,1,Tully,,,,7.0,1,1,0,1,1,1,0
468,1326,1,1,0.8340000000000001,0.166,rodrik ryswell,Rills,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.040133779,1,None,,,,32.0,1,1,0,0,0,0,1
469,1327,1,1,0.784,0.21600000000000003,roger hogg,Ser,1,,,,,,,House Hogg,,0,0,0,1,0,,,,,0,1,,0,0,0,0.026755853,1,Lannister,,,,27.0,1,1,0,0,0,1,0
470,1339,0,0,0.193,0.807,rupert brax,Ser,1,,,299.0,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,0,House Lannister,299.0,2.0,32.0,32.0,1,0,0,1,0,0,0
471,1343,1,1,0.518,0.48200000000000004,ryger rivers,,1,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,1,0,0.023411371,1,None,,,,59.0,1,0,1,0,0,0,0
472,1347,1,0,0.48200000000000004,0.518,ryon allyrion,Ser,1,Dornish,,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.053511706,1,Martell,,,,38.0,1,1,0,0,1,0,1
473,1352,1,1,0.797,0.203,sarra frey,,0,,285.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.137123746,1,None,,,,49.0,0,1,0,0,1,0,0
474,1353,0,1,0.937,0.063,sawane botley,Lordsport,1,Ironborn,,299.0,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,0,0,0.090301003,0,Greyjoy,299.0,4.0,18.0,1.0,1,1,0,0,0,1,0
475,1360,1,1,0.7609999999999999,0.239,serra frey,,0,,285.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.137123746,1,None,,,,49.0,0,1,0,0,1,0,0
476,1364,1,1,0.823,0.177,shirei frey,,0,,292.0,,,,,House Frey,,0,1,1,1,1,,,,,0,0,13.0,0,0,0,0.043478261,1,None,,,,49.0,0,1,0,0,1,0,0
477,1371,1,1,0.805,0.195,steffon swyft,Ser,1,,,,,,,House Swyft,,0,0,1,1,1,,,,,0,1,,0,0,0,0.030100334,1,Lannister,,,,27.0,1,1,0,0,0,1,0
478,1376,1,1,0.848,0.152,sybell spicer,Crag,0,,,,,,,House Spicer,Gawen Westerling,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.086956522,1,Lannister,,,,14.0,0,1,0,0,1,1,0
479,1378,1,0,0.42100000000000004,0.579,sybelle glover,Deepwood Motte,0,Northmen,,,,,,House Locke,Robett Glover,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.070234114,1,Stark,,,,26.0,0,1,0,0,0,0,1
480,1381,1,1,0.722,0.278,symond templeton,Ser,0,,,,,,,House Templeton,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1,Arryn,,,,10.0,1,1,0,0,0,1,0
481,1382,0,1,0.6609999999999999,0.33899999999999997,symond frey,,1,,252.0,300.0,,,,House Frey,Betharios of Braavos,0,1,1,1,1,,,,1.0,1,0,48.0,0,0,0,0.200668896,0,None,300.0,5.0,29.0,19.0,1,1,0,0,0,0,1
482,1383,1,1,0.904,0.096,tallad,Ser,1,,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,0,0,0.046822742,1,Lannister,,,,17.0,1,0,0,1,1,1,0
483,1384,1,0,0.32299999999999995,0.677,tanton fossoway,Ser,0,,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1,Baratheon,,,,22.0,1,1,0,1,0,0,0
484,1385,1,1,0.963,0.037000000000000005,ternesio terys,Captain,1,Braavosi,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.023411371,1,None,,,,74.0,1,0,0,0,1,0,0
485,1387,1,1,0.95,0.05,theodan wells,Ser,0,Northmen,,,,,,House Wells,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1,Stark,,,,43.0,1,1,0,0,0,1,1
486,1392,1,1,0.983,0.017,tim tangletongue,,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926000000002,1,Night's Watch,,,,69.0,1,0,0,0,1,0,0
487,1393,1,1,0.9940000000000001,0.006,three-tooth,Ten Towers,0,Ironborn,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1,Greyjoy,,,,11.0,0,0,0,0,0,1,0
488,1395,0,1,0.584,0.41600000000000004,tion frey,,1,,279.0,299.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.12040133800000001,0,Lannister,299.0,3.0,20.0,20.0,0,1,0,0,1,0,0
489,1396,1,0,0.073,0.927,todder,,1,,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,0,,0,0,0,0.036789298,1,Night's Watch,,,,19.0,1,0,1,0,1,0,1
490,1397,0,0,0.209,0.7909999999999999,tomard,,1,northmen,249.0,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,49.0,0,0,0,0.063545151,0,House Stark,298.0,1.0,49.0,22.0,1,0,1,0,0,0,0
491,1403,1,1,0.982,0.018000000000000002,tremond gargalen,Salt Shore,0,Dornish,,,,,,House Gargalen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1,Martell,,,,38.0,1,1,0,0,1,0,1
492,1407,1,1,0.6709999999999999,0.32899999999999996,triston sunderland,Three Sisters,1,,,,,,,House Sunderland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1,Lannister,,,,9.0,1,1,0,0,0,0,1
493,1412,1,1,0.823,0.177,tyta frey,,0,,269.0,,,,,House Frey,,0,1,1,1,1,,,,,0,0,36.0,0,0,0,0.086956522,1,None,,,,49.0,0,1,0,0,1,0,0
494,1413,0,1,0.525,0.475,tyrek lannister,,1,,286.0,299.0,,,,House Lannister,Ermesande Hayford,1,1,1,1,1,,,,1.0,1,0,13.0,0,0,0,0.133779264,0,House Lannister,299.0,2.0,41.0,30.0,1,1,1,1,0,0,0
495,1415,1,0,0.375,0.625,tytos brax,Ser,1,,,,,,,House Brax,,1,1,1,1,1,,,,,0,1,,0,0,0,0.043478261,1,Lannister,,,,63.0,1,1,1,1,0,0,0
496,1416,0,1,0.7040000000000001,0.29600000000000004,tytos frey,Ser,1,,261.0,299.0,,,,House Frey,Zhoe Blanetree,0,1,1,1,0,,,,1.0,1,1,38.0,0,0,0,0.063545151,0,None,299.0,3.0,,,1,1,0,0,1,0,0
497,1419,1,1,0.986,0.013999999999999999,ulwyck uller,Ser,1,,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0,0,0.02006689,1,Martell,,,,38.0,1,1,0,0,1,0,1
498,1420,1,1,0.955,0.045,unella,Septa,0,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0,0,0.02006689,1,None,,,,43.0,1,0,0,0,0,1,0
499,1421,1,1,0.64,0.36,utherydes wayn,Steward,0,,237.0,,,,,House Wayn,,1,1,1,1,1,,,,,0,1,68.0,0,0,0,0.033444816,1,Tully,,,,71.0,1,0,1,1,1,0,0
500,1425,0,0,0.433,0.5670000000000001,vayon poole,Winterfell,1,,,298.0,,,,House Poole,,1,1,0,0,0,,,,,0,1,,0,0,0,0.053511706,0,Stark,298.0,1.0,21.0,7.0,1,0,1,1,0,0,0
501,1428,1,1,0.7879999999999999,0.212,vylarr,Captain of the guard,1,,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1,House Lannister,,,,3.0,1,0,0,1,0,0,0
502,1443,1,1,0.674,0.326,whalen frey,Ser,1,,267.0,,,,,House Frey,Sylwa Paege,1,1,1,1,1,,,,1.0,1,1,38.0,0,0,0,0.100334448,1,None,,,,59.0,1,1,1,0,1,0,0
503,1445,0,0,0.14800000000000002,0.852,willam wells,Ser,1,Dornish,,300.0,,,,House Wells,,0,0,0,0,1,,,,,0,1,,0,0,0,0.040133779,0,Martell,300.0,5.0,6.0,6.0,1,0,0,0,0,0,1
504,1448,0,0,0.45799999999999996,0.542,willem lannister,,1,,285.0,299.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,14.0,4,1,0,0.16722408,0,House Lannister,299.0,3.0,20.0,19.0,1,1,0,0,1,0,0
505,1451,1,0,0.447,0.5529999999999999,william mooton,Maidenpool,1,,,,,,,House Mooton,,0,1,1,1,1,,,,,0,1,,0,0,0,0.043478261,1,Tully,,,,14.0,1,1,0,0,0,1,0
506,1452,1,1,0.97,0.03,wynton stout,Ser,1,Northmen,219.0,,,,,House Stout,,0,0,1,1,0,,,,,0,1,86.0,0,0,0,0.033444816,1,Night's Watch,,,,41.0,1,0,0,0,1,0,0
507,1458,1,0,0.46,0.54,addam marbrand,Ser,1,,,,,,,House Marbrand,,1,1,1,1,1,,,,,0,1,,0,0,0,0.130434783,1,Lannister,,,,56.0,1,1,1,1,1,1,0
508,1460,0,1,0.662,0.33799999999999997,aenys frey,Ser,1,,240.0,300.0,,,,House Frey,Tyana Wylde,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.147157191,0,None,300.0,5.0,,59.0,0,1,1,1,1,0,1
